true species,guessed species,correct?
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus laurifolia,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus laurifolia,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Castanea dentata,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Castanea dentata,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus laurifolia,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Castanea dentata,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus lyrata,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus nigra,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus laurifolia,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus nigra,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Castanea dentata,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus lyrata,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus nigra,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus nigra,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus nigra,0
Quercus stellata,Castanea dentata,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus nigra,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus nigra,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus laurifolia,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus nigra,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus laurifolia,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus laurifolia,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus nigra,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus nigra,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus lyrata,0
Quercus stellata,Quercus lyrata,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus nigra,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Acer saccharum,0
Quercus stellata,Betula lenta,0
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Quercus stellata,Quercus stellata,1
Quercus stellata,Betula lenta,0
Quercus stellata,Quercus stellata,1
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus palustris,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Quercus stellata,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Quercus laurifolia,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Castanea dentata,1
Castanea dentata,Castanea dentata,1
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Acer saccharum,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Castanea dentata,1
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Betula lenta,0
Castanea dentata,Quercus stellata,0
